cluster_root,volume_name,n_seed,n_seed_regions,n_seed_total,fill_pca,snr_cluster,r_peak,r_peak_ratio,peak_offset,snr_peak,linearity,planarity,sphericity,axis_z,normal_z,edge_contrast,decay_drop,seed_grown_ratio,diag,gs_median,gs_p90,gs_peak,gs_shell_median,gs_contrast,volume_mm3,z_extent_mm,y_extent_mm,x_extent_mm,radial_pos_frac,dist_to_z_boundary_mm,ml_label,sample_weight
"('M50L-08', 14, 897, 681, 600)",M50L-08,3,1,3,0.4589,9.2577,19.0,1.25,0.2142,5.1752,0.4138,0.1655,0.4207,1.0,0.0,4.9026,1.3619,0.6974,0.8028,126.0,127.2,128.0,112.0,14.0,2.207227429534657e-05,0.04921305000000001,0.0328087,0.0328087,0.173,11.269788450000002,0,0.07142857142857142
"('M50L-08', 10, 898, 778, 1133)",M50L-08,3,1,3,0.4475,12.529,23.0,1.5,0.4184,6.2645,0.7193,0.0425,0.2382,0.9686,0.2409,4.3581,1.2257,0.4275,0.918,132.0,136.8,140.0,120.0,12.0,3.973009373162383e-05,0.0656174,0.04921305000000001,0.0328087,0.674,11.2861928,1,0.07142857142857142
"('M50L-08', 5, 957, 293, 674)",M50L-08,9,1,9,0.4465,19.0238,31.0,1.7714,0.7054,8.4248,0.4882,0.0606,0.4512,0.7249,0.3876,4.7559,1.0871,0.6929,0.9052,137.0,146.0,148.0,121.0,16.0,7.063127774510903e-05,0.0656174,0.04921305000000001,0.04921305000000001,0.647,12.237645100000002,1,0.07142857142857142
"('M50L-08', 14, 969, 628, 696)",M50L-08,3,1,3,0.5591,7.8454,17.0,1.02,0.4669,4.6201,0.5333,0.2667,0.2,0.7071,0.0,4.0766,0.6794,1.0,1.118,123.0,123.0,123.0,108.0,15.0,1.3243364577207943e-05,0.0328087,0.01640435,0.0328087,0.124,12.45090165,0,0.07142857142857142
"('M50L-08', 19, 1053, 664, 653)",M50L-08,3,1,3,0.6366,8.9803,20.0,1.2121,0.4091,5.4427,0.9375,0.0,0.0625,1.0,0.0,4.7623,1.2246,0.803,1.0,117.5,120.1,121.0,105.0,12.5,1.7657819436277256e-05,0.0656174,0.01640435,0.01640435,0.108,13.828867050000001,0,0.09090909090909091
"('M50L-08', 18, 1077, 330, 747)",M50L-08,3,1,3,0.5232,9.1231,18.0,1.2,0.5976,4.8959,0.3432,0.2505,0.4063,0.6059,0.3645,4.6239,1.6319,0.6667,1.1376,131.0,135.0,137.0,120.0,11.0,2.207227429534657e-05,0.0328087,0.0328087,0.0328087,0.591,14.222571450000002,1,0.125
"('M50L-08', 9, 1137, 610, 650)",M50L-08,3,1,3,0.4575,11.6799,19.0,1.3256,0.5159,5.1609,0.2059,0.455,0.3392,0.7188,0.0195,3.8027,0.5432,0.4109,0.9633,135.0,145.2,146.0,120.0,15.0,3.973009373162383e-05,0.04921305000000001,0.04921305000000001,0.0328087,0.175,15.206832450000002,0,0.09090909090909091
"('M50L-08', 7, 1159, 491, 671)",M50L-08,3,1,3,0.4749,8.5561,18.0,1.1429,0.5537,4.8892,0.5916,0.1015,0.3069,0.5,0.5,4.7534,1.2223,0.8095,1.2371,129.0,129.7,130.0,117.0,12.0,1.7657819436277256e-05,0.0328087,0.0328087,0.0328087,0.342,15.56772815,1,0.07142857142857142
"('M50L-08', 1, 1205, 500, 557)",M50L-08,3,1,3,0.4749,8.2875,17.0,1.1148,0.6186,4.6193,0.5916,0.1015,0.3069,0.7071,0.7071,4.8909,1.6303,0.8033,1.2371,130.0,132.7,133.0,117.0,13.0,1.7657819436277256e-05,0.0328087,0.0328087,0.0328087,0.4,16.32232825,1,0.09090909090909091
"('M50L-08', 18, 1225, 622, 669)",M50L-08,4,2,8,0.4228,16.9656,26.0,1.6116,1.2088,7.0598,0.4106,0.4771,0.1123,0.6228,0.1601,4.6156,1.4931,0.6116,1.1111,132.0,138.8,142.0,111.0,21.0,6.621682288603971e-05,0.0656174,0.0328087,0.0656174,0.147,16.650415250000002,0,0.09090909090909091
"('M50L-08', 16, 1236, 625, 665)",M50L-08,3,1,3,0.6366,10.1757,23.0,1.2267,0.4533,6.2413,0.9375,0.0,0.0625,1.0,0.0,5.4271,0.814,0.8133,1.0,139.0,142.0,142.0,113.5,25.5,1.7657819436277256e-05,0.0656174,0.01640435,0.01640435,0.145,16.830863100000002,0,0.09090909090909091
"('M50L-08', 19, 1272, 728, 359)",M50L-08,3,1,3,0.6028,8.9661,18.0,1.2162,0.9333,4.8768,0.5854,0.2927,0.122,0.9487,0.0,4.6058,1.6256,0.6892,0.9545,127.0,132.2,133.0,117.0,10.0,2.207227429534657e-05,0.04921305000000001,0.0328087,0.01640435,0.544,17.4214197,1,0.125
"('M50L-08', 13, 1285, 624, 666)",M50L-08,5,2,6,0.4192,16.0725,25.0,1.5766,1.244,6.7723,0.4749,0.2498,0.2753,0.9368,0.1028,4.3343,1.3545,0.5405,0.7648,131.5,136.4,138.0,113.0,18.5,6.180236802697039e-05,0.08202175,0.04921305000000001,0.04921305000000001,0.146,17.634676250000002,0,0.16666666666666666
"('M50L-08', 6, 1312, 227, 431)",M50L-08,3,1,3,0.5842,8.5305,20.0,1.2698,0.5141,5.4162,0.7576,0.1294,0.1129,0.5257,0.0,4.6038,1.6249,0.8254,0.9919,128.5,131.8,133.0,116.0,12.5,1.7657819436277256e-05,0.0328087,0.04921305000000001,0.01640435,0.865,18.0775937,1,0.125
"('M50L-08', 9, 1318, 635, 651)",M50L-08,3,2,4,0.5225,13.0148,20.0,1.3158,1.0134,5.4154,0.4309,0.2942,0.2749,0.3773,0.3084,4.3322,1.6246,0.4803,1.0449,136.0,145.1,146.0,112.0,24.0,4.414454859069314e-05,0.04921305000000001,0.0328087,0.04921305000000001,0.144,18.176019800000002,0,0.09090909090909091
"('M50L-08', 15, 1332, 557, 433)",M50L-08,3,1,3,0.4756,10.7172,17.0,1.2143,0.7871,4.6011,0.5236,0.2754,0.201,0.4628,0.0056,4.3303,1.3533,0.4464,1.0862,127.5,130.3,131.0,117.0,10.5,3.531563887255451e-05,0.04921305000000001,0.04921305000000001,0.0328087,0.489,18.4056807,1,0.07142857142857142
"('M50L-08', 4, 1332, 881, 541)",M50L-08,3,1,3,0.5232,9.3202,18.0,1.1688,0.7162,4.8718,0.3432,0.2505,0.4063,0.6059,0.3645,4.0598,1.2179,0.6494,1.1376,131.0,133.4,135.0,118.0,13.0,2.207227429534657e-05,0.0328087,0.0328087,0.0328087,0.373,18.4056807,1,0.07142857142857142
"('M50L-08', 8, 1345, 616, 611)",M50L-08,3,1,3,0.5591,7.654,17.0,1.0408,0.4618,4.5994,0.5333,0.2667,0.2,0.0,1.0,4.5994,1.3527,1.0,1.118,143.0,143.8,144.0,123.5,19.5,1.3243364577207943e-05,0.01640435,0.0328087,0.0328087,0.208,18.618937250000002,0,0.09090909090909091
"('M50L-08', 8, 1380, 567, 549)",M50L-08,3,1,3,0.4904,9.5009,17.0,1.186,0.9125,4.6004,0.381,0.3333,0.2857,0.9487,0.169,4.3297,1.2177,0.5814,0.8819,126.0,130.0,130.0,118.0,8.0,2.6486729154415886e-05,0.04921305000000001,0.0328087,0.0328087,0.331,19.17668515,1,0.1111111111111111
"('M50L-08', 19, 1500, 576, 490)",M50L-08,3,1,3,0.4812,8.3629,18.0,1.1613,0.7796,4.8559,0.0,0.5625,0.4375,0.4459,0.5774,4.5861,2.4279,0.8065,1.0,131.0,132.7,133.0,119.0,12.0,1.7657819436277256e-05,0.0328087,0.0328087,0.0328087,0.397,21.161611500000003,1,0.125
"('M50L-08', 18, 1566, 663, 196)",M50L-08,3,1,3,0.6366,9.0703,21.0,1.2537,0.667,5.6859,0.0,0.75,0.25,0.0,0.0,4.8736,0.9476,0.8209,1.0,131.0,135.2,137.0,118.0,13.0,1.7657819436277256e-05,0.0328087,0.01640435,0.0328087,0.799,22.2442986,1,0.07142857142857142
"('M50L-08', 8, 1588, 1281, 818)",M50L-08,16,1,16,0.4347,26.4456,26.0,1.6195,0.8578,7.0412,0.7324,0.073,0.1947,0.7217,0.3995,3.7913,1.0833,0.5673,1.032,133.0,140.4,143.0,121.0,12.0,0.00016333482978556462,0.09842610000000002,0.0656174,0.09842610000000002,0.908,22.6051943,1,0.07142857142857142
"('M50L-08', 18, 1595, 904, 415)",M50L-08,3,1,3,0.5573,10.9144,19.0,1.3333,0.65,5.1451,0.4396,0.1507,0.4097,0.8641,0.2943,4.0619,1.6248,0.4474,0.8906,128.0,132.2,135.0,120.0,8.0,3.531563887255451e-05,0.04921305000000001,0.0328087,0.0328087,0.546,22.720024750000004,1,0.09090909090909091
"('M50L-08', 8, 1595, 614, 743)",M50L-08,3,1,3,0.6366,8.9362,19.0,1.1515,0.71,5.1451,0.0,0.75,0.25,0.0,0.0,5.4159,2.1664,0.8333,1.0,131.5,132.7,133.0,117.0,14.5,1.7657819436277256e-05,0.0328087,0.01640435,0.0328087,0.159,22.720024750000004,0,0.07142857142857142
"('M50L-08', 9, 1692, 431, 1061)",M50L-08,26,1,26,0.614,35.7146,44.0,2.0299,0.3141,11.9186,0.4118,0.1558,0.4324,0.9695,0.1009,5.4175,1.3544,0.8167,0.8474,138.0,150.8,162.0,122.0,16.0,0.00016333482978556462,0.08202175,0.04921305000000001,0.0656174,0.703,24.3112467,1,0.07142857142857142
"('M50L-08', 19, 1789, 1163, 967)",M50L-08,10,2,11,0.3801,22.5152,28.0,1.8829,0.8607,7.6141,0.2632,0.335,0.4018,0.803,0.4923,3.8077,1.6315,0.462,0.7616,131.0,138.0,145.0,121.0,10.0,0.00013684810063114875,0.09842610000000002,0.0656174,0.08202175,0.816,25.902468650000003,1,0.1
"('M50L-08', 8, 2108, 602, 647)",M50L-08,3,1,3,0.6028,8.65,17.0,1.2319,0.493,4.7654,0.5854,0.2927,0.122,0.9487,0.0,4.7655,1.1213,0.6957,0.9545,149.0,149.6,150.0,135.0,14.0,2.207227429534657e-05,0.04921305000000001,0.01640435,0.0328087,0.193,31.1354563,0,0.125
"('M50L-08', 3, 2170, 713, 795)",M50L-08,3,1,3,0.5166,9.0415,16.0,1.2152,0.7764,4.4855,0.6381,0.1455,0.2164,0.8019,0.3768,3.9248,1.1214,0.5823,0.9927,118.0,121.0,123.0,105.0,13.0,2.6486729154415886e-05,0.04921305000000001,0.0328087,0.0328087,0.141,31.184669350000004,0,0.125
"('M50L-08', 12, 2177, 786, 564)",M50L-08,4,1,4,0.4864,10.0722,21.0,1.4318,0.604,5.8876,0.6373,0.1269,0.2358,0.8795,0.0724,4.9063,1.2616,0.7727,0.9981,133.0,134.0,134.0,118.5,14.5,2.6486729154415886e-05,0.04921305000000001,0.0328087,0.0328087,0.248,31.069838900000004,1,0.07142857142857142
"('M50L-08', 9, 2230, 723, 592)",M50L-08,3,2,4,0.3764,12.7875,18.0,1.3113,0.391,5.0556,0.7036,0.0549,0.2414,0.024,0.2373,4.213,1.4043,0.457,1.0281,144.0,150.0,150.0,121.5,22.5,4.8559003449762456e-05,0.04921305000000001,0.0656174,0.04921305000000001,0.177,30.200408350000004,0,0.07142857142857142
"('M50L-08', 8, 2272, 870, 1284)",M50L-08,6,1,6,0.3217,14.4504,19.0,1.4322,0.9059,5.3435,0.6742,0.0315,0.2944,0.3802,0.3449,3.0936,1.125,0.5025,0.9153,133.0,137.0,137.0,122.0,11.0,6.621682288603971e-05,0.0656174,0.04921305000000001,0.08202175,0.937,29.511425650000003,1,0.07142857142857142
"('M50L-08', 15, 2414, 541, 714)",M50L-08,3,1,3,0.5232,8.8509,16.0,1.1594,0.8257,4.5883,0.3432,0.2505,0.4063,0.6059,0.3645,4.5898,1.7215,0.6667,1.1376,129.0,130.6,131.0,120.0,9.0,2.207227429534657e-05,0.0328087,0.0328087,0.0328087,0.267,27.182007950000003,1,0.09090909090909091
"('M50L-08', 3, 2661, 951, 955)",M50L-08,3,1,3,0.5064,10.3938,18.0,1.3404,0.5654,5.2659,0.5916,0.2044,0.204,0.9664,0.1591,4.0955,0.8777,0.5106,1.0413,127.0,132.2,134.0,120.0,7.0,3.0901184013485196e-05,0.04921305000000001,0.0328087,0.0328087,0.539,23.130133500000003,1,0.125
"('M50L-08', 14, 2667, 1050, 279)",M50L-08,6,1,6,0.5471,19.423,25.0,1.6835,0.6393,7.3118,0.2905,0.3935,0.3159,0.7875,0.437,3.5097,1.1698,0.4141,0.9158,131.5,139.1,143.0,121.0,10.5,8.828909718138628e-05,0.0656174,0.0656174,0.04921305000000001,0.842,23.031707400000002,1,0.07142857142857142
"('M50L-08', 10, 2688, 796, 444)",M50L-08,8,2,11,0.4237,21.4774,22.0,1.5253,1.5387,6.4251,0.6098,0.1437,0.2465,0.1598,0.2225,4.0884,1.7521,0.5387,0.8355,130.5,138.5,141.0,121.0,9.0,0.00011477582633580216,0.0656174,0.09842610000000002,0.0656174,0.424,22.687216050000004,1,0.07142857142857142
"('M50L-08', 0, 2699, 1261, 605)",M50L-08,7,1,7,0.5191,15.3109,22.0,1.3908,0.8062,6.4204,0.3819,0.2788,0.3394,0.6383,0.2944,4.3776,2.0427,0.7414,1.0294,137.0,141.0,144.0,120.0,17.0,4.8559003449762456e-05,0.04921305000000001,0.0328087,0.04921305000000001,0.866,22.506768200000003,1,0.07142857142857142
"('M50L-08', 17, 2700, 605, 900)",M50L-08,3,1,3,0.6366,8.6085,16.0,1.0847,0.6955,4.6691,0.0,0.75,0.25,0.0,0.0,4.9607,1.7509,0.7797,1.0,129.0,129.7,130.0,118.0,11.0,1.7657819436277256e-05,0.0328087,0.01640435,0.0328087,0.35,22.49036385,1,0.125
"('M50L-08', 8, 2721, 874, 963)",M50L-08,3,1,3,0.5232,8.8695,16.0,1.1765,0.7401,4.6665,0.3432,0.2505,0.4063,0.5155,0.8569,4.9582,1.1666,0.6765,1.1376,129.0,130.0,130.0,116.0,13.0,2.207227429534657e-05,0.0328087,0.0328087,0.0328087,0.475,22.145872500000003,1,0.125
"('M50L-08', 13, 2726, 1039, 851)",M50L-08,3,1,3,0.585,10.1421,19.0,1.4457,0.8253,5.5417,0.0,0.3318,0.6682,0.0,0.5774,3.2083,1.4583,0.5326,1.0522,128.0,131.4,135.0,119.0,9.0,3.0901184013485196e-05,0.0328087,0.0328087,0.0328087,0.556,22.063850750000004,1,0.07142857142857142
"('M50L-08', 18, 2807, 618, 811)",M50L-08,15,1,15,0.4873,27.9791,39.0,2.1145,0.5528,11.3855,0.312,0.2138,0.4741,0.9498,0.164,4.671,1.1677,0.7169,0.7906,132.0,145.8,154.0,120.0,12.0,0.00011919028119487148,0.08202175,0.0656174,0.0656174,0.226,20.735098400000002,1,0.07142857142857142
"('M50L-08', 18, 2857, 705, 827)",M50L-08,3,1,3,0.4721,8.8831,16.0,1.1765,0.8072,4.6737,0.7729,0.0435,0.1836,0.8328,0.5477,4.0894,0.4382,0.6765,1.0694,127.0,128.6,129.0,113.0,14.0,2.207227429534657e-05,0.04921305000000001,0.0328087,0.0328087,0.193,19.914880900000004,0,0.07142857142857142
"('M50L-08', 12, 2880, 625, 113)",M50L-08,11,1,11,0.5908,22.3268,25.0,1.7003,0.6034,7.3057,0.2572,0.1663,0.5765,0.9211,0.2169,3.5067,1.1689,0.529,0.8857,134.0,141.0,147.0,122.0,11.0,0.00011919028119487148,0.0656174,0.0656174,0.04921305000000001,0.929,19.53758085,1,0.07142857142857142
"('M50L-08', 17, 3072, 1125, 634)",M50L-08,3,1,3,0.4721,9.1634,16.0,1.1429,1.1151,4.6834,0.7729,0.0435,0.1836,0.8328,0.5477,4.6834,0.8782,0.6571,1.0694,132.0,132.0,132.0,119.0,13.0,2.207227429534657e-05,0.04921305000000001,0.0328087,0.0328087,0.644,16.387945650000002,1,0.07142857142857142
"('M50L-08', 7, 3148, 425, 836)",M50L-08,3,1,3,0.6366,9.0738,17.0,1.0968,0.7086,4.976,0.0,0.75,0.25,0.0,0.0,5.1223,1.0245,0.8065,1.0,133.5,134.7,135.0,121.0,12.5,1.7657819436277256e-05,0.0328087,0.01640435,0.0328087,0.499,15.141215050000001,1,0.07142857142857142
"('M50L-08', 8, 3154, 775, 808)",M50L-08,3,1,3,0.4749,9.3668,21.0,1.3125,0.5147,6.147,0.5916,0.1015,0.3069,0.7071,0.7071,5.4152,1.7563,0.8438,1.2371,127.5,130.1,131.0,112.0,15.5,1.7657819436277256e-05,0.0328087,0.0328087,0.0328087,0.188,15.042788950000002,0,0.07142857142857142
"('M50L-08', 8, 3168, 619, 805)",M50L-08,3,1,3,0.6028,9.8184,19.0,1.2667,0.5777,5.5619,0.5854,0.2927,0.122,0.9487,0.0,4.6837,1.7564,0.6667,0.9545,147.0,148.8,150.0,131.0,16.0,2.207227429534657e-05,0.04921305000000001,0.0328087,0.01640435,0.221,14.813128050000001,0,0.1
"('M50L-08', 19, 3370, 646, 720)",M50L-08,3,1,3,0.6366,7.9315,16.0,1.0213,0.9787,4.6767,0.8889,0.0,0.1111,1.0,0.0,4.969,1.4615,1.0,1.0,121.0,121.0,121.0,108.0,13.0,1.3243364577207943e-05,0.04921305000000001,0.01640435,0.01640435,0.116,11.49944935,0,0.125
"('M50L-08', 9, 3376, 676, 747)",M50L-08,3,1,3,0.467,11.1605,17.0,1.2593,0.7736,4.9688,0.2444,0.3475,0.4081,0.6838,0.18,4.092,1.3153,0.4444,0.8993,116.0,119.6,121.0,104.0,12.0,3.531563887255451e-05,0.04921305000000001,0.0328087,0.04921305000000001,0.095,11.401023250000001,0,0.07142857142857142
"('M50L-08', 11, 3379, 834, 732)",M50L-08,3,1,3,0.5591,7.5936,15.0,1.0,0.7454,4.3842,0.5333,0.2667,0.2,0.7071,0.0,4.6764,1.1691,1.0,1.118,139.0,139.0,139.0,124.5,14.5,1.3243364577207943e-05,0.0328087,0.01640435,0.0328087,0.187,11.351810200000001,0,0.07142857142857142
"('M50L-08', 16, 3417, 625, 622)",M50L-08,3,1,3,0.4915,9.9448,16.0,1.2444,0.9512,4.6776,0.447,0.2636,0.2894,0.1938,0.5438,3.5081,0.2924,0.5111,0.9433,146.0,151.6,154.0,137.0,9.0,3.0901184013485196e-05,0.0328087,0.04921305000000001,0.0328087,0.192,10.728444900000001,0,0.125
"('M50L-08', 5, 3479, 232, 678)",M50L-08,9,1,9,0.5266,18.3766,22.0,1.4024,0.7779,6.4428,0.3023,0.2259,0.4719,0.9899,0.137,4.3928,1.1714,0.6653,0.8076,132.0,137.5,139.0,120.0,12.0,7.063127774510903e-05,0.0656174,0.04921305000000001,0.0656174,0.759,9.7113752,1,0.07142857142857142
"('M50L-08', 0, 3497, 391, 1057)",M50L-08,3,1,3,0.503,10.3997,19.0,1.3103,0.4127,5.5633,0.523,0.1584,0.3185,0.9225,0.0898,4.5384,0.732,0.5862,0.8969,129.5,133.0,133.0,119.0,10.5,2.6486729154415886e-05,0.04921305000000001,0.0328087,0.0328087,0.753,9.416096900000001,1,0.07142857142857142
"('M50L-08', 5, 3569, 621, 707)",M50L-08,5,1,5,0.5522,12.6094,19.0,1.3256,0.8745,5.5719,0.5373,0.1435,0.3192,0.9487,0.2905,3.8121,1.0261,0.6434,1.0,137.0,140.2,141.0,118.0,19.0,3.973009373162383e-05,0.04921305000000001,0.0328087,0.0328087,0.153,8.21857935,0,0.07692307692307693
"('M50L-08', 6, 3574, 641, 759)",M50L-08,3,1,3,0.5019,12.6165,18.0,1.3235,0.7854,5.2807,0.7359,0.1357,0.1284,0.5939,0.0061,3.3736,0.8798,0.375,1.0248,123.5,142.1,143.0,111.0,12.5,4.414454859069314e-05,0.0656174,0.0656174,0.0328087,0.152,8.15296195,0,0.07142857142857142
"('M50L-08', 11, 3575, 629, 715)",M50L-08,12,7,20,0.3633,29.7256,25.0,1.8627,5.5816,7.3343,0.9549,0.0189,0.0262,0.0228,0.9949,4.107,1.1734,0.4418,0.892,123.0,131.0,140.0,111.0,12.0,0.0002516239269669509,0.04921305000000001,0.08202175,0.2624696,0.139,8.136557600000002,0,0.058823529411764705
"('M50L-08', 6, 3575, 629, 717)",M50L-08,4,6,17,0.2823,29.3452,26.0,1.7437,5.1121,7.6283,0.9107,0.0407,0.0486,0.026,0.7452,4.1079,1.6134,0.5052,1.05,127.0,143.0,146.0,112.0,15.0,0.00019865046865811913,0.0656174,0.08202175,0.18044785000000002,0.141,8.136557600000002,0,0.05
"('M50L-08', 8, 3575, 671, 623)",M50L-08,3,2,4,0.5199,13.8235,24.0,1.6107,1.0463,7.0409,0.5417,0.148,0.3103,0.5504,0.1908,3.5207,0.7333,0.4899,1.0634,129.0,137.3,140.0,115.0,14.0,4.414454859069314e-05,0.04921305000000001,0.04921305000000001,0.0328087,0.142,8.136557600000002,0,0.07142857142857142
"('M50L-08', 6, 3575, 684, 614)",M50L-08,4,2,6,0.4618,15.4799,27.0,1.6971,0.7859,7.921,0.5529,0.3456,0.1014,0.1593,0.1731,3.8134,0.8799,0.64,1.0362,131.0,138.0,145.0,116.0,15.0,4.8559003449762456e-05,0.04921305000000001,0.0656174,0.0328087,0.146,8.136557600000002,0,0.07142857142857142
"('M50L-08', 16, 3575, 686, 613)",M50L-08,8,2,11,0.5101,19.6532,25.0,1.6267,2.3622,7.3343,0.757,0.1626,0.0803,0.1119,0.2674,4.1071,0.8802,0.6815,0.9227,130.0,138.4,143.0,115.0,15.0,8.387464232231696e-05,0.04921305000000001,0.09842610000000002,0.0328087,0.146,8.136557600000002,0,0.07142857142857142
"('M50L-08', 9, 3575, 692, 611)",M50L-08,3,1,3,0.5339,10.8546,26.0,1.4054,0.2514,7.6277,0.5357,0.3214,0.1429,1.0,0.0,4.5469,0.7331,0.8514,0.8819,134.0,139.4,140.0,116.0,18.0,1.7657819436277256e-05,0.04921305000000001,0.0328087,0.01640435,0.146,8.136557600000002,0,0.07142857142857142
"('M50L-08', 12, 3575, 695, 610)",M50L-08,5,1,5,0.5064,13.8605,28.0,1.568,0.4729,8.2144,0.5916,0.2044,0.204,0.9664,0.1591,3.9609,1.467,0.8,1.0413,130.0,143.2,145.0,114.0,16.0,3.0901184013485196e-05,0.04921305000000001,0.0328087,0.0328087,0.146,8.136557600000002,0,0.07142857142857142
"('M50L-08', 8, 3575, 699, 609)",M50L-08,5,1,5,0.4895,13.2766,24.0,1.5,0.6655,7.0409,0.2862,0.4811,0.2328,0.9609,0.1997,4.2542,0.5867,0.7188,0.9814,134.5,143.2,146.0,113.0,21.5,3.531563887255451e-05,0.04921305000000001,0.04921305000000001,0.0328087,0.146,8.136557600000002,0,0.07142857142857142
"('M50L-08', 1, 3575, 706, 608)",M50L-08,8,2,9,0.3759,19.8458,29.0,1.9645,3.1053,8.5078,0.9315,0.044,0.0245,0.1182,0.1984,4.1075,0.7335,0.5548,0.9538,126.0,137.0,145.0,111.0,15.0,9.27035520404556e-05,0.04921305000000001,0.1640435,0.0328087,0.146,8.136557600000002,0,0.07142857142857142
"('M50L-08', 5, 3576, 634, 738)",M50L-08,4,1,4,0.6366,11.442,23.0,1.1795,0.6618,6.7481,0.0,0.75,0.25,0.0,0.0,4.8408,0.7334,1.0,1.0,140.5,143.4,144.0,115.0,25.5,1.7657819436277256e-05,0.0328087,0.01640435,0.0328087,0.144,8.120153250000001,0,0.09090909090909091
"('M50L-08', 15, 3576, 635, 740)",M50L-08,4,1,4,0.455,11.8651,23.0,1.5047,0.8376,6.7481,0.3526,0.4473,0.2001,0.7438,0.2507,4.1072,0.8803,0.7009,1.0026,129.0,140.8,142.0,113.0,16.0,3.0901184013485196e-05,0.04921305000000001,0.0328087,0.04921305000000001,0.143,8.120153250000001,0,0.07142857142857142
"('M50L-08', 4, 3576, 636, 743)",M50L-08,3,1,3,0.5591,8.6388,20.0,1.1765,0.43,5.8679,0.5333,0.2667,0.2,0.7071,0.0,4.4006,1.027,1.0,1.118,138.0,141.2,142.0,111.0,27.0,1.3243364577207943e-05,0.0328087,0.01640435,0.0328087,0.145,8.120153250000001,0,0.09090909090909091
"('M50L-08', 8, 3575, 637, 746)",M50L-08,4,1,4,0.5232,12.4644,23.0,1.2105,0.7068,6.7475,0.3432,0.2505,0.4063,0.6059,0.3645,5.868,1.4669,0.8947,1.1376,136.0,140.8,142.0,112.0,24.0,2.207227429534657e-05,0.0328087,0.0328087,0.0328087,0.145,8.136557600000002,0,0.09090909090909091
"('M50L-08', 2, 3610, 451, 433)",M50L-08,4,1,4,0.4352,9.9986,17.0,1.1184,0.4045,5.0012,0.6489,0.0995,0.2515,0.11,0.3726,5.0009,0.8827,0.8553,0.9696,131.0,131.0,131.0,119.0,12.0,2.207227429534657e-05,0.0328087,0.0328087,0.04921305000000001,0.59,7.562405350000001,1,0.07142857142857142
"('M50L-08', 10, 3742, 911, 652)",M50L-08,3,1,3,0.6028,9.3762,15.0,1.0563,0.8824,4.4295,0.5854,0.2927,0.122,0.9487,0.0,4.7246,1.7718,0.6338,0.9545,130.0,130.6,131.0,117.0,13.0,2.207227429534657e-05,0.04921305000000001,0.01640435,0.0328087,0.307,5.39703115,1,0.09090909090909091
"('M50L-08', 12, 3790, 479, 629)",M50L-08,3,1,3,0.5093,8.8694,17.0,1.1333,0.467,5.0261,0.75,0.15,0.1,0.9487,0.0,5.1738,1.3304,0.8333,1.0541,131.0,132.0,132.0,117.5,13.5,1.7657819436277256e-05,0.04921305000000001,0.01640435,0.0328087,0.391,4.60962235,1,0.07142857142857142
"('M50L-08', 7, 3962, 600, 516)",M50L-08,3,1,3,0.4483,10.1087,17.0,1.3678,0.6275,5.2268,0.4888,0.1571,0.3542,0.8671,0.4863,3.9952,0.9218,0.5172,0.9529,129.0,131.6,134.0,119.0,10.0,3.0901184013485196e-05,0.04921305000000001,0.0328087,0.04921305000000001,0.342,1.7880741500000001,1,0.125
"('M50L-08', 19, 3965, 688, 541)",M50L-08,3,1,3,0.5232,8.6728,16.0,1.2698,0.7998,4.9265,0.3432,0.2505,0.4063,0.6059,0.3645,4.6165,1.2315,0.6984,1.1376,128.0,128.6,129.0,117.0,11.0,2.207227429534657e-05,0.0328087,0.0328087,0.0328087,0.253,1.7388611000000003,1,0.125
"('M50L-08', 15, 3981, 655, 386)",M50L-08,3,1,3,0.5232,9.7227,18.0,1.2857,0.5711,5.5916,0.3432,0.2505,0.4063,0.6059,0.3645,4.6566,1.708,0.6857,1.1376,127.0,130.8,132.0,118.5,8.5,2.207227429534657e-05,0.0328087,0.0328087,0.0328087,0.499,1.4763915,1,0.09090909090909091
"('M50L-09', 11, 212, 614, 742)",M50L-09,3,1,3,0.4377,12.3206,22.0,1.6383,0.6916,7.631,0.3994,0.4037,0.1968,0.7071,0.2752,2.4247,0.3479,0.6064,1.0313,117.0,126.6,129.0,104.0,13.0,3.0901184013485196e-05,0.04921305000000001,0.0328087,0.04921305000000001,0.14,0.0,0,0.07142857142857142
"('M50L-09', 3, 212, 615, 747)",M50L-09,3,1,3,0.2995,14.3248,23.0,2.1562,1.4402,7.9778,0.7188,0.0959,0.1853,0.3233,0.8518,2.4294,0.6941,0.3438,1.0377,112.0,122.4,129.0,103.0,9.0,6.621682288603971e-05,0.04921305000000001,0.04921305000000001,0.08202175,0.14,0.0,0,0.037037037037037035
"('M50L-09', 3, 212, 615, 747)",M50L-09,6,1,6,0.3921,19.0687,19.0,1.7273,1.208,6.5904,0.5581,0.2781,0.1637,0.0889,0.128,2.7746,0.6931,0.3309,0.8873,116.0,123.0,129.0,106.0,10.0,0.00011036137147673285,0.0656174,0.04921305000000001,0.09842610000000002,0.142,0.0,0,0.037037037037037035
